Metric,Value
Total Production,166
Faulty Products,8
Faulty Rate,0.04597701149425287
Station 1 Occupancy Rate,0.14522790868020594
Station 1 Wait Time,0.0
Station 1 Downtime,0
Station 2 Occupancy Rate,0.13711891558687334
Station 2 Wait Time,0.0
Station 2 Downtime,2.9960434309833417
Station 3 Occupancy Rate,0.1325622819804072
Station 3 Wait Time,0.0
Station 3 Downtime,4.778036188191373
Station 4 Occupancy Rate,0.13663128618875128
Station 4 Wait Time,0.0
Station 4 Downtime,24.047742615644903
Station 5 Occupancy Rate,0.13806023283583166
Station 5 Wait Time,0.0
Station 5 Downtime,8.098969116372151
Station 6 Occupancy Rate,0.14786522664366286
Station 6 Wait Time,0.0
Station 6 Downtime,4.879508279874646
Production Time,24.650022552491308
Fixing Time,3.4461768946974165
Supplier Occupancy,0.012452460132851343
