Metric,Value
Total Production,163
Faulty Products,9
Faulty Rate,0.05232558139534884
Station 1 Occupancy Rate,0.14866250192020872
Station 1 Wait Time,0.0
Station 1 Downtime,4.796753412677871
Station 2 Occupancy Rate,0.13432979728254116
Station 2 Wait Time,0.0
Station 2 Downtime,0
Station 3 Occupancy Rate,0.14296684927300327
Station 3 Wait Time,0.0
Station 3 Downtime,0.6643159143948628
Station 4 Occupancy Rate,0.13857393908534624
Station 4 Wait Time,0.0
Station 4 Downtime,24.03455207341898
Station 5 Occupancy Rate,0.13875688940696698
Station 5 Wait Time,0.0
Station 5 Downtime,12.126353915563136
Station 6 Occupancy Rate,0.13617736036815012
Station 6 Wait Time,0.0
Station 6 Downtime,11.582200009579445
Production Time,25.096348311238025
Fixing Time,2.955787518090794
Supplier Occupancy,0.013206209505244669
