Metric,Value
Total Production,173
Faulty Products,2
Faulty Rate,0.011428571428571429
Station 1 Occupancy Rate,0.14689792946960625
Station 1 Wait Time,0.0
Station 1 Downtime,0
Station 2 Occupancy Rate,0.13652312983626924
Station 2 Wait Time,0.0
Station 2 Downtime,0
Station 3 Occupancy Rate,0.1399798683218252
Station 3 Wait Time,0.0
Station 3 Downtime,3.201269544899185
Station 4 Occupancy Rate,0.13786702974444334
Station 4 Wait Time,0.0
Station 4 Downtime,7.063245714929424
Station 5 Occupancy Rate,0.1420807928252266
Station 5 Wait Time,0.0
Station 5 Downtime,16.160548554104828
Station 6 Occupancy Rate,0.14257371901025837
Station 6 Wait Time,0.0
Station 6 Downtime,3.0153831612231827
Production Time,24.592302389742642
Fixing Time,2.9440446975156624
Supplier Occupancy,0.0139686035718433
