Metric,Value
Total Production,168
Faulty Products,7
Faulty Rate,0.04
Station 1 Occupancy Rate,0.13845767785602647
Station 1 Wait Time,0.0
Station 1 Downtime,0
Station 2 Occupancy Rate,0.13805607573959408
Station 2 Wait Time,0.0
Station 2 Downtime,4.357808552703888
Station 3 Occupancy Rate,0.13140355614090404
Station 3 Wait Time,0.0
Station 3 Downtime,4.443198158543314
Station 4 Occupancy Rate,0.14063263634823417
Station 4 Wait Time,0.0
Station 4 Downtime,11.88094556122982
Station 5 Occupancy Rate,0.14509298358192324
Station 5 Wait Time,0.0
Station 5 Downtime,2.0741471798367854
Station 6 Occupancy Rate,0.14783477751679613
Station 6 Wait Time,0.0
Station 6 Downtime,0
Production Time,24.513721023620082
Fixing Time,3.2508713503305446
Supplier Occupancy,0.012925020302091274
