Metric,Value
Total Production,32
Faulty Products,2
Faulty Rate,0.058823529411764705
Station 1 Occupancy Rate,0.1303370117884676
Station 1 Wait Time,0.0
Station 1 Downtime,0
Station 2 Occupancy Rate,0.1267738811164879
Station 2 Wait Time,0.0
Station 2 Downtime,0
Station 3 Occupancy Rate,0.1523396857860702
Station 3 Wait Time,0.0
Station 3 Downtime,0
Station 4 Occupancy Rate,0.13369582778070013
Station 4 Wait Time,0.0
Station 4 Downtime,3.127710722099234
Station 5 Occupancy Rate,0.13393269660347376
Station 5 Wait Time,0.0
Station 5 Downtime,0
Station 6 Occupancy Rate,0.144925947456754
Station 6 Wait Time,0.0
Station 6 Downtime,1.8619083419845959
Occupancy Rate,0.8220050505319536
Wait Time,0.0
Downtime,4.98961906408383
Production Time,24.280381523557455
Fixing Time,1.66320635469461
Supplier Occupancy,0.014812585912608256
