Metric,Value
Total Production,164
Faulty Products,9
Faulty Rate,0.05202312138728324
Station 1 Occupancy Rate,0.1417422016135435
Station 1 Wait Time,0.0
Station 1 Downtime,0.706577374118347
Station 2 Occupancy Rate,0.12909920670984223
Station 2 Wait Time,0.0
Station 2 Downtime,2.0715106852826177
Station 3 Occupancy Rate,0.14203491397781867
Station 3 Wait Time,0.0
Station 3 Downtime,0
Station 4 Occupancy Rate,0.13396974601204828
Station 4 Wait Time,0.0
Station 4 Downtime,26.37547949538728
Station 5 Occupancy Rate,0.14684896425739094
Station 5 Wait Time,0.0
Station 5 Downtime,10.49360128498229
Station 6 Occupancy Rate,0.14837211827473298
Station 6 Wait Time,0.0
Station 6 Downtime,6.117766878482482
Production Time,24.873723655802248
Fixing Time,3.5203796706348474
Supplier Occupancy,0.012205718703872503
