Metric,Value
Total Production,35
Faulty Products,0
Faulty Rate,0.0
Station 1 Occupancy Rate,0.1442941110029207
Station 1 Wait Time,0.0
Station 1 Downtime,0
Station 2 Occupancy Rate,0.14969528957458886
Station 2 Wait Time,0.0
Station 2 Downtime,0
Station 3 Occupancy Rate,0.1427774932827297
Station 3 Wait Time,0.0
Station 3 Downtime,0
Station 4 Occupancy Rate,0.1104681332448936
Station 4 Wait Time,0.0
Station 4 Downtime,0.6897373206830462
Station 5 Occupancy Rate,0.1496741705705863
Station 5 Wait Time,0.0
Station 5 Downtime,0
Station 6 Occupancy Rate,0.13852638818099094
Station 6 Wait Time,0.0
Station 6 Downtime,0
Occupancy Rate,0.8354355858567101
Wait Time,0.0
Downtime,0.6897373206830462
Production Time,24.32972863929787
Fixing Time,0.6897373206830462
Supplier Occupancy,0.015415179198031979
