Metric,Value
Total Production,33
Faulty Products,2
Faulty Rate,0.05714285714285714
Station 1 Occupancy Rate,0.15107836602394592
Station 1 Wait Time,0.0
Station 1 Downtime,0
Station 2 Occupancy Rate,0.15007407383968235
Station 2 Wait Time,0.0
Station 2 Downtime,0
Station 3 Occupancy Rate,0.13966254296488576
Station 3 Wait Time,0.0
Station 3 Downtime,0
Station 4 Occupancy Rate,0.14830235243457118
Station 4 Wait Time,0.0
Station 4 Downtime,3.964761149644807
Station 5 Occupancy Rate,0.148895062752136
Station 5 Wait Time,0.0
Station 5 Downtime,0
Station 6 Occupancy Rate,0.1164723214369894
Station 6 Wait Time,0.0
Station 6 Downtime,0
Occupancy Rate,0.8544847194522105
Wait Time,0.0
Downtime,3.964761149644807
Production Time,24.845373590943076
Fixing Time,1.9823805748224035
Supplier Occupancy,0.014269004289385975
