Metric,Value
Total Production,33
Faulty Products,0
Faulty Rate,0.0
Station 1 Occupancy Rate,0.14372227853432548
Station 1 Wait Time,0.0
Station 1 Downtime,0
Station 2 Occupancy Rate,0.1260779347186358
Station 2 Wait Time,0.0
Station 2 Downtime,0
Station 3 Occupancy Rate,0.12398093741133269
Station 3 Wait Time,0.0
Station 3 Downtime,0
Station 4 Occupancy Rate,0.1421330616850287
Station 4 Wait Time,0.0
Station 4 Downtime,2.8992747680291444
Station 5 Occupancy Rate,0.16858407984072546
Station 5 Wait Time,0.0
Station 5 Downtime,0
Station 6 Occupancy Rate,0.13476720744180296
Station 6 Wait Time,0.0
Station 6 Downtime,0
Occupancy Rate,0.839265499631851
Wait Time,0.0
Downtime,2.8992747680291444
Production Time,25.76593504160815
Fixing Time,0.9664249226763815
Supplier Occupancy,0.01422511892204841
