Metric,Value
Total Production,164
Faulty Products,9
Faulty Rate,0.05202312138728324
Station 1 Occupancy Rate,0.1454567479476455
Station 1 Wait Time,0.0
Station 1 Downtime,0
Station 2 Occupancy Rate,0.13907830799183055
Station 2 Wait Time,0.0
Station 2 Downtime,0
Station 3 Occupancy Rate,0.14581191926575596
Station 3 Wait Time,0.0
Station 3 Downtime,13.011535437361372
Station 4 Occupancy Rate,0.12860089327916438
Station 4 Wait Time,0.0
Station 4 Downtime,18.299786554813657
Station 5 Occupancy Rate,0.14008553403660934
Station 5 Wait Time,0.0
Station 5 Downtime,7.836544691121113
Station 6 Occupancy Rate,0.14273181073502716
Station 6 Wait Time,0.0
Station 6 Downtime,11.726510117481066
Production Time,24.870291696285904
Fixing Time,3.9134136000597857
Supplier Occupancy,0.013234530867331704
