Metric,Value
Total Production,35
Faulty Products,1
Faulty Rate,0.027777777777777776
Station 1 Occupancy Rate,0.1338597471900406
Station 1 Wait Time,0.0
Station 1 Downtime,0
Station 2 Occupancy Rate,0.14803733374031733
Station 2 Wait Time,0.0
Station 2 Downtime,0
Station 3 Occupancy Rate,0.14633679875306774
Station 3 Wait Time,0.0
Station 3 Downtime,0
Station 4 Occupancy Rate,0.14092172515186152
Station 4 Wait Time,0.0
Station 4 Downtime,6.724440235968817
Station 5 Occupancy Rate,0.1407082447816941
Station 5 Wait Time,0.0
Station 5 Downtime,2.9765716210286524
Station 6 Occupancy Rate,0.13968637379055798
Station 6 Wait Time,0.0
Station 6 Downtime,0
Occupancy Rate,0.8495502234075392
Wait Time,0.0
Downtime,9.70101185699747
Production Time,24.255632119876974
Fixing Time,3.2336706189991564
Supplier Occupancy,0.013951521051034092
