Metric,Value
Total Production,168
Faulty Products,7
Faulty Rate,0.04
Station 1 Occupancy Rate,0.15359023919919626
Station 1 Wait Time,0.0
Station 1 Downtime,1.806885765835914
Station 2 Occupancy Rate,0.14191633224948938
Station 2 Wait Time,0.0
Station 2 Downtime,3.5846264449392082
Station 3 Occupancy Rate,0.1317100673777619
Station 3 Wait Time,0.0
Station 3 Downtime,0
Station 4 Occupancy Rate,0.13285128350076103
Station 4 Wait Time,0.0
Station 4 Downtime,5.2910297622477005
Station 5 Occupancy Rate,0.13913222894672533
Station 5 Wait Time,0.0
Station 5 Downtime,12.292198493718796
Station 6 Occupancy Rate,0.1466331595768506
Station 6 Wait Time,0.0
Station 6 Downtime,11.340070338504633
Production Time,24.719562228737797
Fixing Time,2.018518282661544
Supplier Occupancy,0.013323647170868298
