Metric,Value
Total Production,32
Faulty Products,4
Faulty Rate,0.1111111111111111
Station 1 Occupancy Rate,0.1500059221321716
Station 1 Wait Time,0.0
Station 1 Downtime,0
Station 2 Occupancy Rate,0.12665189612190744
Station 2 Wait Time,0.0
Station 2 Downtime,0
Station 3 Occupancy Rate,0.1370181223876639
Station 3 Wait Time,0.0
Station 3 Downtime,0
Station 4 Occupancy Rate,0.1370233526391664
Station 4 Wait Time,0.0
Station 4 Downtime,4.820473277193419
Station 5 Occupancy Rate,0.1452818859812989
Station 5 Wait Time,0.0
Station 5 Downtime,3.141239620968369
Station 6 Occupancy Rate,0.1347946673609205
Station 6 Wait Time,0.0
Station 6 Downtime,0
Occupancy Rate,0.8307758466231288
Wait Time,0.0
Downtime,7.961712898161788
Production Time,23.43268245147106
Fixing Time,3.980856449080894
Supplier Occupancy,0.014761417668841545
