Metric,Value
Total Production,33
Faulty Products,2
Faulty Rate,0.05714285714285714
Station 1 Occupancy Rate,0.13241346877918184
Station 1 Wait Time,0.0
Station 1 Downtime,0
Station 2 Occupancy Rate,0.15345232838878053
Station 2 Wait Time,0.0
Station 2 Downtime,0
Station 3 Occupancy Rate,0.1380309509965826
Station 3 Wait Time,0.0
Station 3 Downtime,0
Station 4 Occupancy Rate,0.12445281422234117
Station 4 Wait Time,0.0
Station 4 Downtime,0
Station 5 Occupancy Rate,0.15063447249259565
Station 5 Wait Time,0.0
Station 5 Downtime,0
Station 6 Occupancy Rate,0.13963251988027636
Station 6 Wait Time,0.0
Station 6 Downtime,5.834042198908382
Occupancy Rate,0.8386165547597582
Wait Time,0.0
Downtime,5.834042198908382
Production Time,24.5296210229693
Fixing Time,5.834042198908382
Supplier Occupancy,0.016089724993975665
