Metric,Value
Total Production,168
Faulty Products,7
Faulty Rate,0.04
Station 1 Occupancy Rate,0.13239940738306882
Station 1 Wait Time,0.0
Station 1 Downtime,0.7674462157290445
Station 2 Occupancy Rate,0.13789655828838354
Station 2 Wait Time,0.0
Station 2 Downtime,0
Station 3 Occupancy Rate,0.14954213485923998
Station 3 Wait Time,0.0
Station 3 Downtime,0
Station 4 Occupancy Rate,0.14059062107732712
Station 4 Wait Time,0.0
Station 4 Downtime,31.670567902347983
Station 5 Occupancy Rate,0.13717719742280782
Station 5 Wait Time,0.0
Station 5 Downtime,14.292603540224604
Station 6 Occupancy Rate,0.14328038744742674
Station 6 Wait Time,0.0
Station 6 Downtime,0.6932684284593603
Production Time,24.568171502106082
Fixing Time,2.963992880422562
Supplier Occupancy,0.012283137803837985
