Metric,Value
Total Production,33
Faulty Products,2
Faulty Rate,0.05714285714285714
Station 1 Occupancy Rate,0.15055561294318354
Station 1 Wait Time,0.0
Station 1 Downtime,0
Station 2 Occupancy Rate,0.14559868637344042
Station 2 Wait Time,0.0
Station 2 Downtime,0
Station 3 Occupancy Rate,0.1294129786444025
Station 3 Wait Time,0.0
Station 3 Downtime,0
Station 4 Occupancy Rate,0.14511054662029824
Station 4 Wait Time,0.0
Station 4 Downtime,0
Station 5 Occupancy Rate,0.13644325450360756
Station 5 Wait Time,0.0
Station 5 Downtime,0
Station 6 Occupancy Rate,0.14653172855953125
Station 6 Wait Time,0.0
Station 6 Downtime,0
Occupancy Rate,0.8536528076444635
Wait Time,0.0
Downtime,0
Production Time,24.230508116333436
Fixing Time,0
Supplier Occupancy,0.01536303731721091
