Metric,Value
Total Production,33
Faulty Products,1
Faulty Rate,0.029411764705882353
Station 1 Occupancy Rate,0.13157739545195793
Station 1 Wait Time,0.0
Station 1 Downtime,0
Station 2 Occupancy Rate,0.1258025182938755
Station 2 Wait Time,0.0
Station 2 Downtime,1.5577991786668988
Station 3 Occupancy Rate,0.15109897461310154
Station 3 Wait Time,0.0
Station 3 Downtime,0
Station 4 Occupancy Rate,0.13687944708325472
Station 4 Wait Time,0.0
Station 4 Downtime,0.09688580293882988
Station 5 Occupancy Rate,0.16247483213783503
Station 5 Wait Time,0.0
Station 5 Downtime,4.855023420377778
Station 6 Occupancy Rate,0.1318893154332807
Station 6 Wait Time,0.0
Station 6 Downtime,0
Occupancy Rate,0.8397224830133054
Wait Time,0.0
Downtime,6.509708401983507
Production Time,25.003336021960052
Fixing Time,2.1699028006611685
Supplier Occupancy,0.0129446431215664
