Metric,Value
Total Production,161
Faulty Products,14
Faulty Rate,0.08
Station 1 Occupancy Rate,0.1413630884682896
Station 1 Wait Time,0.0
Station 1 Downtime,0
Station 2 Occupancy Rate,0.13665359785411044
Station 2 Wait Time,0.0
Station 2 Downtime,0.7605620224269757
Station 3 Occupancy Rate,0.14525755416477337
Station 3 Wait Time,0.0
Station 3 Downtime,0
Station 4 Occupancy Rate,0.13819471054938
Station 4 Wait Time,0.0
Station 4 Downtime,7.037398099186321
Station 5 Occupancy Rate,0.14186823785966268
Station 5 Wait Time,0.0
Station 5 Downtime,10.556268542481895
Station 6 Occupancy Rate,0.137258984296261
Station 6 Wait Time,0.0
Station 6 Downtime,21.514229934247787
Production Time,24.513867131278285
Fixing Time,3.9868458598342977
Supplier Occupancy,0.012818684061287888
