Metric,Value
Total Production,31
Faulty Products,4
Faulty Rate,0.11428571428571428
Station 1 Occupancy Rate,0.14968169014083843
Station 1 Wait Time,0.0
Station 1 Downtime,0
Station 2 Occupancy Rate,0.12817647285994538
Station 2 Wait Time,0.0
Station 2 Downtime,0
Station 3 Occupancy Rate,0.14669493026001326
Station 3 Wait Time,0.0
Station 3 Downtime,0
Station 4 Occupancy Rate,0.11884636502929637
Station 4 Wait Time,0.0
Station 4 Downtime,6.5520811458399235
Station 5 Occupancy Rate,0.15074344033844017
Station 5 Wait Time,0.0
Station 5 Downtime,2.793761715044564
Station 6 Occupancy Rate,0.14004004119417993
Station 6 Wait Time,0.0
Station 6 Downtime,3.5849430245195255
Occupancy Rate,0.8341829398227135
Wait Time,0.0
Downtime,12.930785885404013
Production Time,24.581717283130082
Fixing Time,2.5861571770808025
Supplier Occupancy,0.013246379201435161
